205,180
225,205 180 184
210,205 180 181
206,205 180 185
207,205 180 190
220,205 180 183
215,205 180 182
208,205 180 195
209,205 180 200
212,207 190 210 181 191
211,206 185 210 181 186
222,207 190 220 183 193
221,206 185 220 183 188
217,207 190 215 182 192
224,209 200 220 183 203
227,207 190 225 184 194
226,206 185 225 184 189
218,208 195 215 182 197
219,209 200 215 182 202
214,209 200 210 181 201
213,208 195 210 181 196
229,209 200 225 184 204
216,206 185 215 182 187
228,208 195 225 184 199
223,208 195 220 183 198
230,211 186
238,230 186 221 188
231,230 186 212 191
233,230 186 214 201
234,230 186 216 187
242,230 186 226 189
232,230 186 213 196
237,233 201 234 187 219 202
239,231 191 238 188 222 193
241,233 201 238 188 224 203
243,231 191 242 189 227 194
245,233 201 242 189 229 204
235,231 191 234 187 217 192
244,232 196 242 189 228 199
236,232 196 234 187 218 197
240,232 196 238 188 223 198
246,235 192
249,246 192 239 193
252,246 192 243 194
247,246 192 236 197
248,246 192 237 202
253,247 197 252 194 244 199
250,247 197 249 193 240 198
254,248 202 252 194 245 204
251,248 202 249 193 241 203
255,250 198
257,255 198 253 199
256,255 198 251 203
258,256 203 257 199 254 204
259,258 204
261,205
260,261
263,206
262,263
265,207
264,265
267,208
266,267
269,209
268,269
271,210
270,271
273,230
272,273
275,231
274,275
277,232
276,277
279,233
278,279
281,215
280,281
283,234
282,283
285,246
284,285
287,247
286,287
289,248
288,289
291,220
290,291
293,238
292,293
295,249
294,295
297,255
296,297
299,256
298,299
301,225
300,301
303,242
302,303
305,252
304,305
307,257
306,307
309,259
308,309
